Item1,Item2,Result
Love Noodle Dish,Roast Meat,Dyllis Dinner
Love Noodle Dish,Healthy Salad,Dyllis Lunch
Love Noodle Dish,Veggie Set,Dyllis Lunch
Love Noodle Dish,Spaghetti Plate,Dyllis Lunch
Love Noodle Dish,Meat Pasta Dish,Dyllis Lunch
Love Noodle Dish,Spicy Pasta Dish,Dyllis Lunch
Love Noodle Dish,Ink Pasta Dish,Dyllis Lunch
Love Noodle Dish,Koopasta Dish,Dyllis Lunch
Love Noodle Dish,Choco Pasta Dish,Dyllis Lunch
Roast Horsetail,Shooting Star,Meteor Meal
Roast Horsetail,POW Block,Megaton Dinner
Roast Horsetail,Sleepy Sheep,Mistake
Roast Horsetail,Shroom Shake,Dyllis Breakfast
Roast Horsetail,Long-Last Shake,Dyllis Breakfast
Roast Horsetail,Volt Shroom,Dyllis Breakfast
Roast Horsetail,Super Shroom Shake,Dyllis Breakfast
Roast Horsetail,Life Shroom,Dyllis Breakfast
Roast Horsetail,Ultra Shroom Shake,Dyllis Lunch
Roast Horsetail,Slimy Shroom,Dyllis Breakfast
Roast Horsetail,Ghost Shroom,Odd Dinner
Roast Horsetail,Poison Shroom,Odd Dinner
Roast Horsetail,Big Egg,Omelette Plate
Roast Horsetail,Black Apple,Odd Dinner
Roast Horsetail,Fried Shroom Plate,Dyllis Breakfast
Roast Horsetail,Roast Shroom Dish,Dyllis Lunch
Roast Horsetail,Shroom Steak,Dyllis Dinner
Roast Horsetail,Shroom Delicacy,Dyllis Breakfast
Roast Horsetail,Volcano Shroom,Dyllis Breakfast
Roast Horsetail,Fried Egg,Dyllis Breakfast
Roast Horsetail,Omelette Plate,Dyllis Breakfast
Roast Horsetail,Hamburger,Dyllis Breakfast
Roast Horsetail,Fruity Hamburger,Dyllis Lunch
Roast Horsetail,Gorgeous Steak,Dyllis Lunch
Roast Horsetail,Hot Dog,Dyllis Breakfast
Roast Horsetail,Roast Meat,Dyllis Lunch
Roast Horsetail,Healthy Salad,Dyllis Breakfast
Roast Horsetail,Veggie Set,Dyllis Breakfast
Roast Horsetail,Spaghetti Plate,Dyllis Breakfast
Roast Horsetail,Meat Pasta Dish,Dyllis Lunch
Roast Horsetail,Spicy Pasta Dish,Dyllis Lunch
Roast Horsetail,Ink Pasta Dish,Dyllis Lunch
Roast Horsetail,Koopasta Dish,Dyllis Lunch
Roast Horsetail,Choco Pasta Dish,Dyllis Lunch
Roast Horsetail,Love Noodle Dish,Dyllis Lunch
Roast Whacka Bump,Shooting Star,Meteor Meal
Roast Whacka Bump,POW Block,Megaton Dinner
Roast Whacka Bump,Sleepy Sheep,Mistake
Roast Whacka Bump,Shroom Shake,Dyllis Breakfast
Roast Whacka Bump,Long-Last Shake,Dyllis Breakfast
Roast Whacka Bump,Volt Shroom,Dyllis Breakfast
Roast Whacka Bump,Super Shroom Shake,Dyllis Breakfast
Roast Whacka Bump,Life Shroom,Dyllis Breakfast
Roast Whacka Bump,Ultra Shroom Shake,Dyllis Lunch
Roast Whacka Bump,Slimy Shroom,Dyllis Breakfast
Roast Whacka Bump,Ghost Shroom,Odd Dinner
Roast Whacka Bump,Poison Shroom,Odd Dinner
Roast Whacka Bump,Black Apple,Odd Dinner
Roast Whacka Bump,Fried Shroom Plate,Dyllis Dinner
Roast Whacka Bump,Roast Shroom Dish,Dyllis Special
Roast Whacka Bump,Shroom Steak,Dyllis Deluxe
Roast Whacka Bump,Shroom Delicacy,Dyllis Lunch
Roast Whacka Bump,Volcano Shroom,Dyllis Lunch
Roast Whacka Bump,Fried Egg,Dyllis Lunch
Roast Whacka Bump,Omelette Plate,Dyllis Lunch
Roast Whacka Bump,Hamburger,Dyllis Lunch
Roast Whacka Bump,Fruity Hamburger,Dyllis Dinner
Roast Whacka Bump,Gorgeous Steak,Dyllis Dinner
Roast Whacka Bump,Hot Dog,Dyllis Lunch
Roast Whacka Bump,Roast Meat,Dyllis Dinner
Roast Whacka Bump,Healthy Salad,Dyllis Lunch
Roast Whacka Bump,Veggie Set,Dyllis Lunch
Roast Whacka Bump,Spaghetti Plate,Dyllis Lunch
Roast Whacka Bump,Meat Pasta Dish,Dyllis Lunch
Roast Whacka Bump,Spicy Pasta Dish,Dyllis Lunch
Roast Whacka Bump,Ink Pasta Dish,Dyllis Lunch
Roast Whacka Bump,Koopasta Dish,Dyllis Lunch
Roast Whacka Bump,Choco Pasta Dish,Dyllis Lunch
Roast Whacka Bump,Love Noodle Dish,Dyllis Lunch
Roast Whacka Bump,Roast Horsetail,Dyllis Lunch
Spicy Soup,Shooting Star,Meteor Meal
Spicy Soup,POW Block,Megaton Dinner
Spicy Soup,Sleepy Sheep,Mistake
Spicy Soup,Shroom Shake,Dyllis Breakfast
Spicy Soup,Long-Last Shake,Dyllis Breakfast
Spicy Soup,Volt Shroom,Dyllis Breakfast
Spicy Soup,Super Shroom Shake,Dyllis Breakfast
Spicy Soup,Life Shroom,Dyllis Breakfast
Spicy Soup,Ultra Shroom Shake,Dyllis Lunch
Spicy Soup,Slimy Shroom,Dyllis Breakfast
Spicy Soup,Ghost Shroom,Odd Dinner
Spicy Soup,Poison Shroom,Odd Dinner
Spicy Soup,Black Apple,Odd Dinner
Spicy Soup,Fried Shroom Plate,Dyllis Breakfast
Spicy Soup,Roast Shroom Dish,Dyllis Lunch
Spicy Soup,Shroom Steak,Dyllis Dinner
Spicy Soup,Shroom Delicacy,Dyllis Breakfast
Spicy Soup,Volcano Shroom,Dyllis Breakfast
Spicy Soup,Fried Egg,Dyllis Breakfast
Spicy Soup,Omelette Plate,Dyllis Breakfast
Spicy Soup,Hamburger,Dyllis Breakfast
Spicy Soup,Fruity Hamburger,Dyllis Lunch
Spicy Soup,Gorgeous Steak,Dyllis Dinner
Spicy Soup,Hot Dog,Dyllis Breakfast
Spicy Soup,Roast Meat,Dyllis Lunch
Spicy Soup,Healthy Salad,Dyllis Breakfast
Spicy Soup,Veggie Set,Dyllis Breakfast
Spicy Soup,Spaghetti Plate,Dyllis Breakfast
Spicy Soup,Meat Pasta Dish,Dyllis Lunch
Spicy Soup,Spicy Pasta Dish,Dyllis Lunch
Spicy Soup,Ink Pasta Dish,Dyllis Lunch
Spicy Soup,Koopasta Dish,Dyllis Lunch
Spicy Soup,Choco Pasta Dish,Dyllis Lunch
Spicy Soup,Love Noodle Dish,Dyllis Lunch
Spicy Soup,Roast Horsetail,Dyllis Breakfast
Spicy Soup,Roast Whacka Bump,Dyllis Lunch
Inky Soup,Shooting Star,Meteor Meal
Inky Soup,POW Block,Megaton Dinner
Inky Soup,Sleepy Sheep,Mistake
Inky Soup,Shroom Shake,Dyllis Breakfast
Inky Soup,Long-Last Shake,Dyllis Breakfast
Inky Soup,Volt Shroom,Dyllis Breakfast
Inky Soup,Super Shroom Shake,Dyllis Breakfast
Inky Soup,Life Shroom,Dyllis Breakfast
Inky Soup,Ultra Shroom Shake,Dyllis Lunch
Inky Soup,Slimy Shroom,Dyllis Breakfast
Inky Soup,Ghost Shroom,Odd Dinner
Inky Soup,Poison Shroom,Odd Dinner
Inky Soup,Fresh Pasta Bunch,Ink Pasta Dish
Inky Soup,Peachy Peach,Stamina Juice
Inky Soup,Keel Mango,Stamina Juice
Inky Soup,Blue Apple,Stamina Juice
Inky Soup,Orange Apple,Stamina Juice
Inky Soup,Red Apple,Stamina Juice
Inky Soup,Pink Apple,Stamina Juice
Inky Soup,Black Apple,Odd Dinner
Inky Soup,Honey Jar,Stamina Juice
Inky Soup,Inky Sauce,Heavy Meal
Inky Soup,Dayzee Tear,Stamina Juice
Inky Soup,Smelly Herb,Stamina Juice
Inky Soup,Fried Shroom Plate,Dyllis Lunch
Inky Soup,Roast Shroom Dish,Dyllis Dinner
Inky Soup,Shroom Steak,Dyllis Special
Inky Soup,Shroom Delicacy,Dyllis Lunch
Inky Soup,Volcano Shroom,Dyllis Lunch
Inky Soup,Fried Egg,Dyllis Breakfast
Inky Soup,Omelette Plate,Dyllis Breakfast
Inky Soup,Hamburger,Dyllis Lunch
Inky Soup,Fruity Hamburger,Dyllis Dinner
Inky Soup,Gorgeous Steak,Dyllis Dinner
Inky Soup,Hot Dog,Dyllis Breakfast
Inky Soup,Roast Meat,Dyllis Dinner
Inky Soup,Healthy Salad,Dyllis Breakfast
Inky Soup,Veggie Set,Dyllis Breakfast
Inky Soup,Spaghetti Plate,Ink Pasta Dish
Inky Soup,Meat Pasta Dish,Ink Pasta Dish
Inky Soup,Spicy Pasta Dish,Ink Pasta Dish
Inky Soup,Koopasta Dish,Ink Pasta Dish
Inky Soup,Choco Pasta Dish,Ink Pasta Dish
Inky Soup,Love Noodle Dish,Ink Pasta Dish
Inky Soup,Roast Horsetail,Dyllis Breakfast
Inky Soup,Roast Whacka Bump,Dyllis Lunch
Inky Soup,Spicy Soup,Dyllis Breakfast
Spicy Dinner,Shooting Star,Meteor Meal
Spicy Dinner,POW Block,Megaton Dinner
Spicy Dinner,Sleepy Sheep,Mistake
Spicy Dinner,Shroom Shake,Dyllis Breakfast
Spicy Dinner,Long-Last Shake,Dyllis Breakfast
Spicy Dinner,Volt Shroom,Dyllis Breakfast
Spicy Dinner,Super Shroom Shake,Dyllis Breakfast
Spicy Dinner,Life Shroom,Dyllis Breakfast
Spicy Dinner,Ultra Shroom Shake,Dyllis Lunch
Spicy Dinner,Slimy Shroom,Dyllis Breakfast
Spicy Dinner,Ghost Shroom,Odd Dinner
Spicy Dinner,Poison Shroom,Odd Dinner
Spicy Dinner,Fresh Pasta Bunch,Spicy Pasta Dish
Spicy Dinner,Black Apple,Odd Dinner
Spicy Dinner,Hot Sauce,Fire Burst
Spicy Dinner,Fried Shroom Plate,Dyllis Lunch
Spicy Dinner,Roast Shroom Dish,Dyllis Dinner
Spicy Dinner,Shroom Steak,Dyllis Special
Spicy Dinner,Shroom Delicacy,Dyllis Lunch
Spicy Dinner,Volcano Shroom,Dyllis Lunch
Spicy Dinner,Fried Egg,Dyllis Breakfast
Spicy Dinner,Omelette Plate,Dyllis Breakfast
Spicy Dinner,Hamburger,Dyllis Breakfast
Spicy Dinner,Fruity Hamburger,Dyllis Lunch
Spicy Dinner,Gorgeous Steak,Dyllis Lunch
Spicy Dinner,Hot Dog,Dyllis Breakfast
Spicy Dinner,Roast Meat,Dyllis Lunch
Spicy Dinner,Healthy Salad,Dyllis Breakfast
Spicy Dinner,Veggie Set,Dyllis Breakfast
Spicy Dinner,Spaghetti Plate,Spicy Pasta Dish
Spicy Dinner,Meat Pasta Dish,Spicy Pasta Dish
Spicy Dinner,Spicy Pasta Dish,Fire Burst
Spicy Dinner,Ink Pasta Dish,Spicy Pasta Dish
Spicy Dinner,Koopasta Dish,Spicy Pasta Dish
Spicy Dinner,Choco Pasta Dish,Spicy Pasta Dish
Spicy Dinner,Love Noodle Dish,Spicy Pasta Dish
Spicy Dinner,Roast Horsetail,Dyllis Lunch
Spicy Dinner,Roast Whacka Bump,Dyllis Lunch
Spicy Dinner,Spicy Soup,Dyllis Lunch
Spicy Dinner,Inky Soup,Dyllis Breakfast
Golden Meal,Shooting Star,Meteor Meal
Golden Meal,POW Block,Megaton Dinner
Golden Meal,Sleepy Sheep,Mistake
Golden Meal,Shroom Shake,Dyllis Breakfast
Golden Meal,Long-Last Shake,Dyllis Breakfast
Golden Meal,Volt Shroom,Dyllis Breakfast
Golden Meal,Super Shroom Shake,Dyllis Breakfast
Golden Meal,Life Shroom,Dyllis Breakfast
Golden Meal,Ultra Shroom Shake,Dyllis Lunch
Golden Meal,Slimy Shroom,Dyllis Breakfast
Golden Meal,Ghost Shroom,Odd Dinner
Golden Meal,Poison Shroom,Odd Dinner
Golden Meal,Black Apple,Odd Dinner
Golden Meal,Fried Shroom Plate,Dyllis Dinner
Golden Meal,Roast Shroom Dish,Dyllis Special
Golden Meal,Shroom Steak,Dyllis Deluxe
Golden Meal,Shroom Delicacy,Dyllis Lunch
Golden Meal,Volcano Shroom,Dyllis Lunch
Golden Meal,Fried Egg,Dyllis Lunch
Golden Meal,Omelette Plate,Dyllis Lunch
Golden Meal,Hamburger,Dyllis Lunch
Golden Meal,Fruity Hamburger,Dyllis Dinner
Golden Meal,Gorgeous Steak,Dyllis Dinner
Golden Meal,Hot Dog,Dyllis Lunch
Golden Meal,Roast Meat,Dyllis Dinner
Golden Meal,Healthy Salad,Dyllis Lunch
Golden Meal,Veggie Set,Dyllis Lunch
Golden Meal,Spaghetti Plate,Dyllis Dinner
Golden Meal,Meat Pasta Dish,Dyllis Dinner
Golden Meal,Spicy Pasta Dish,Dyllis Dinner
Golden Meal,Ink Pasta Dish,Dyllis Dinner
Golden Meal,Koopasta Dish,Dyllis Dinner
Golden Meal,Choco Pasta Dish,Dyllis Dinner
Golden Meal,Love Noodle Dish,Dyllis Dinner
Golden Meal,Roast Horsetail,Dyllis Lunch
Golden Meal,Roast Whacka Bump,Dyllis Dinner
Golden Meal,Spicy Soup,Dyllis Lunch
Golden Meal,Inky Soup,Dyllis Lunch
Golden Meal,Spicy Dinner,Dyllis Lunch
Block Meal,Shooting Star,Meteor Meal
Block Meal,POW Block,Megaton Dinner
Block Meal,Sleepy Sheep,Mistake
Block Meal,Shroom Shake,Dyllis Breakfast
Block Meal,Long-Last Shake,Dyllis Breakfast
Block Meal,Volt Shroom,Dyllis Breakfast
Block Meal,Super Shroom Shake,Dyllis Breakfast
Block Meal,Life Shroom,Dyllis Breakfast
Block Meal,Ultra Shroom Shake,Dyllis Lunch
Block Meal,Slimy Shroom,Dyllis Breakfast
Block Meal,Ghost Shroom,Odd Dinner
Block Meal,Poison Shroom,Odd Dinner
Block Meal,Black Apple,Odd Dinner
Block Meal,Fried Shroom Plate,Dyllis Lunch
Block Meal,Roast Shroom Dish,Dyllis Dinner
Block Meal,Shroom Steak,Dyllis Special
Block Meal,Shroom Delicacy,Dyllis Breakfast
Block Meal,Volcano Shroom,Dyllis Breakfast
Block Meal,Fried Egg,Dyllis Breakfast
Block Meal,Omelette Plate,Dyllis Breakfast
Block Meal,Hamburger,Dyllis Breakfast
Block Meal,Fruity Hamburger,Dyllis Lunch
Block Meal,Gorgeous Steak,Dyllis Lunch
Block Meal,Hot Dog,Dyllis Breakfast
Block Meal,Roast Meat,Dyllis Lunch
Block Meal,Healthy Salad,Dyllis Breakfast
Block Meal,Veggie Set,Dyllis Breakfast
Block Meal,Spaghetti Plate,Dyllis Breakfast
Block Meal,Meat Pasta Dish,Dyllis Lunch
Block Meal,Spicy Pasta Dish,Dyllis Lunch
Block Meal,Ink Pasta Dish,Dyllis Lunch
Block Meal,Koopasta Dish,Dyllis Lunch
Block Meal,Choco Pasta Dish,Dyllis Lunch
Block Meal,Love Noodle Dish,Dyllis Lunch
Block Meal,Roast Horsetail,Dyllis Breakfast
Block Meal,Roast Whacka Bump,Dyllis Lunch
Block Meal,Spicy Soup,Dyllis Breakfast
Block Meal,Inky Soup,Dyllis Breakfast
Block Meal,Spicy Dinner,Dyllis Lunch
Block Meal,Golden Meal,Dyllis Lunch
Primordial Dinner,Shooting Star,Meteor Meal
Primordial Dinner,POW Block,Megaton Dinner
Primordial Dinner,Sleepy Sheep,Mistake
Primordial Dinner,Shroom Shake,Dyllis Breakfast
Primordial Dinner,Long-Last Shake,Dyllis Breakfast
Primordial Dinner,Volt Shroom,Dyllis Breakfast
Primordial Dinner,Super Shroom Shake,Dyllis Breakfast
Primordial Dinner,Life Shroom,Dyllis Breakfast
Primordial Dinner,Ultra Shroom Shake,Dyllis Lunch
Primordial Dinner,Slimy Shroom,Dyllis Breakfast
Primordial Dinner,Ghost Shroom,Odd Dinner
Primordial Dinner,Poison Shroom,Odd Dinner
Primordial Dinner,Black Apple,Odd Dinner
Primordial Dinner,Primordial Fruit,Heavy Meal
Primordial Dinner,Fried Shroom Plate,Dyllis Lunch
Primordial Dinner,Roast Shroom Dish,Dyllis Dinner
Primordial Dinner,Shroom Steak,Dyllis Special
Primordial Dinner,Shroom Delicacy,Dyllis Lunch
Primordial Dinner,Volcano Shroom,Dyllis Lunch
Primordial Dinner,Fried Egg,Dyllis Breakfast
Primordial Dinner,Omelette Plate,Dyllis Breakfast
Primordial Dinner,Hamburger,Dyllis Breakfast
Primordial Dinner,Fruity Hamburger,Dyllis Lunch
Primordial Dinner,Gorgeous Steak,Dyllis Lunch
Primordial Dinner,Hot Dog,Dyllis Breakfast
Primordial Dinner,Roast Meat,Dyllis Lunch
Primordial Dinner,Healthy Salad,Dyllis Breakfast
Primordial Dinner,Veggie Set,Dyllis Breakfast
Primordial Dinner,Spaghetti Plate,Dyllis Dinner
Primordial Dinner,Meat Pasta Dish,Dyllis Dinner
Primordial Dinner,Spicy Pasta Dish,Dyllis Dinner
Primordial Dinner,Ink Pasta Dish,Dyllis Dinner
Primordial Dinner,Koopasta Dish,Dyllis Dinner
Primordial Dinner,Choco Pasta Dish,Dyllis Dinner
Primordial Dinner,Love Noodle Dish,Dyllis Dinner
Primordial Dinner,Roast Horsetail,Dyllis Breakfast
Primordial Dinner,Roast Whacka Bump,Dyllis Lunch
Primordial Dinner,Spicy Soup,Dyllis Breakfast
Primordial Dinner,Inky Soup,Dyllis Breakfast
Primordial Dinner,Spicy Dinner,Dyllis Lunch
Primordial Dinner,Golden Meal,Dyllis Dinner
Primordial Dinner,Block Meal,Dyllis Breakfast
Miracle Dinner,Shooting Star,Meteor Meal
Miracle Dinner,POW Block,Megaton Dinner
Miracle Dinner,Sleepy Sheep,Mistake
Miracle Dinner,Shroom Shake,Dyllis Special
Miracle Dinner,Long-Last Shake,Dyllis Special
Miracle Dinner,Volt Shroom,Dyllis Special
Miracle Dinner,Super Shroom Shake,Dyllis Special
Miracle Dinner,Life Shroom,Dyllis Special
Miracle Dinner,Ultra Shroom Shake,Dyllis Deluxe
Miracle Dinner,Slimy Shroom,Dyllis Special
Miracle Dinner,Ghost Shroom,Odd Dinner
Miracle Dinner,Poison Shroom,Odd Dinner
Miracle Dinner,Black Apple,Odd Dinner
Miracle Dinner,Fried Shroom Plate,Dyllis Special
Miracle Dinner,Roast Shroom Dish,Dyllis Special
Miracle Dinner,Shroom Steak,Dyllis Deluxe
Miracle Dinner,Shroom Delicacy,Dyllis Special
Miracle Dinner,Volcano Shroom,Dyllis Special
Miracle Dinner,Fried Egg,Dyllis Special
Miracle Dinner,Omelette Plate,Dyllis Special
Miracle Dinner,Hamburger,Dyllis Special
Miracle Dinner,Fruity Hamburger,Dyllis Special
Miracle Dinner,Gorgeous Steak,Dyllis Special
Miracle Dinner,Hot Dog,Dyllis Special
Miracle Dinner,Roast Meat,Dyllis Special
Miracle Dinner,Healthy Salad,Dyllis Special
Miracle Dinner,Veggie Set,Dyllis Special
Miracle Dinner,Spaghetti Plate,Dyllis Special
Miracle Dinner,Meat Pasta Dish,Dyllis Special
Miracle Dinner,Spicy Pasta Dish,Dyllis Special
Miracle Dinner,Ink Pasta Dish,Dyllis Special
Miracle Dinner,Koopasta Dish,Dyllis Special
Miracle Dinner,Choco Pasta Dish,Dyllis Special
Miracle Dinner,Love Noodle Dish,Dyllis Special
Miracle Dinner,Roast Horsetail,Dyllis Special
Miracle Dinner,Roast Whacka Bump,Dyllis Special
Miracle Dinner,Spicy Soup,Dyllis Special
Miracle Dinner,Inky Soup,Dyllis Special
Miracle Dinner,Spicy Dinner,Dyllis Special
Miracle Dinner,Golden Meal,Dyllis Special
Miracle Dinner,Block Meal,Dyllis Special
Miracle Dinner,Primordial Dinner,Dyllis Special
Koopa Pilaf,Shooting Star,Meteor Meal
Koopa Pilaf,POW Block,Megaton Dinner
Koopa Pilaf,Sleepy Sheep,Mistake
Koopa Pilaf,Shroom Shake,Dyllis Breakfast
Koopa Pilaf,Long-Last Shake,Dyllis Breakfast
Koopa Pilaf,Volt Shroom,Dyllis Breakfast
Koopa Pilaf,Super Shroom Shake,Dyllis Breakfast
Koopa Pilaf,Life Shroom,Dyllis Breakfast
Koopa Pilaf,Ultra Shroom Shake,Dyllis Lunch
Koopa Pilaf,Slimy Shroom,Dyllis Breakfast
Koopa Pilaf,Ghost Shroom,Odd Dinner
Koopa Pilaf,Poison Shroom,Odd Dinner
Koopa Pilaf,Fresh Pasta Bunch,Koopasta Dish
Koopa Pilaf,Black Apple,Odd Dinner
Koopa Pilaf,Turtley Leaf,Heavy Meal
Koopa Pilaf,Fried Shroom Plate,Dyllis Lunch
Koopa Pilaf,Roast Shroom Dish,Dyllis Dinner
Koopa Pilaf,Shroom Steak,Dyllis Special
Koopa Pilaf,Shroom Delicacy,Dyllis Lunch
Koopa Pilaf,Volcano Shroom,Dyllis Lunch
Koopa Pilaf,Fried Egg,Dyllis Breakfast
Koopa Pilaf,Omelette Plate,Dyllis Breakfast
Koopa Pilaf,Hamburger,Dyllis Breakfast
Koopa Pilaf,Fruity Hamburger,Dyllis Lunch
Koopa Pilaf,Gorgeous Steak,Dyllis Lunch
Koopa Pilaf,Hot Dog,Dyllis Breakfast
Koopa Pilaf,Roast Meat,Dyllis Lunch
Koopa Pilaf,Healthy Salad,Dyllis Breakfast
Koopa Pilaf,Veggie Set,Dyllis Breakfast
Koopa Pilaf,Spaghetti Plate,Koopasta Dish
Koopa Pilaf,Meat Pasta Dish,Koopasta Dish
Koopa Pilaf,Spicy Pasta Dish,Koopasta Dish
Koopa Pilaf,Ink Pasta Dish,Koopasta Dish
Koopa Pilaf,Choco Pasta Dish,Koopasta Dish
Koopa Pilaf,Love Noodle Dish,Koopasta Dish
Koopa Pilaf,Roast Horsetail,Dyllis Breakfast
Koopa Pilaf,Roast Whacka Bump,Dyllis Lunch
Koopa Pilaf,Spicy Soup,Dyllis Breakfast
Koopa Pilaf,Inky Soup,Dyllis Breakfast
Koopa Pilaf,Spicy Dinner,Dyllis Lunch
Koopa Pilaf,Golden Meal,Dyllis Dinner
Koopa Pilaf,Block Meal,Dyllis Breakfast
Koopa Pilaf,Primordial Dinner,Dyllis Dinner
Koopa Pilaf,Miracle Dinner,Dyllis Special
Dyllis Breakfast,Sleepy Sheep,Mistake
Dyllis Lunch,Sleepy Sheep,Mistake
Dyllis Dinner,Sleepy Sheep,Mistake
Dyllis Dinner,Fried Shroom Plate,Luxurious Set
Dyllis Dinner,Roast Shroom Dish,Luxurious Set
Dyllis Dinner,Shroom Steak,Luxurious Set
Dyllis Dinner,Shroom Delicacy,Luxurious Set
Dyllis Dinner,Volcano Shroom,Luxurious Set
Dyllis Dinner,Fried Egg,Luxurious Set
Dyllis Dinner,Omelette Plate,Luxurious Set
Dyllis Dinner,Hamburger,Luxurious Set
Dyllis Dinner,Fruity Hamburger,Luxurious Set
Dyllis Dinner,Gorgeous Steak,Luxurious Set
Dyllis Dinner,Hot Dog,Luxurious Set
Dyllis Dinner,Roast Meat,Luxurious Set
Dyllis Dinner,Healthy Salad,Luxurious Set
Dyllis Dinner,Veggie Set,Luxurious Set
Dyllis Dinner,Spaghetti Plate,Luxurious Set
Dyllis Dinner,Meat Pasta Dish,Luxurious Set
Dyllis Dinner,Spicy Pasta Dish,Luxurious Set
Dyllis Dinner,Ink Pasta Dish,Luxurious Set
Dyllis Dinner,Koopasta Dish,Luxurious Set
Dyllis Dinner,Choco Pasta Dish,Luxurious Set
Dyllis Dinner,Love Noodle Dish,Luxurious Set
Dyllis Dinner,Roast Horsetail,Luxurious Set
Dyllis Dinner,Roast Whacka Bump,Luxurious Set
Dyllis Dinner,Spicy Soup,Luxurious Set
Dyllis Dinner,Inky Soup,Luxurious Set
Dyllis Dinner,Spicy Dinner,Luxurious Set
Dyllis Dinner,Golden Meal,Luxurious Set
Dyllis Dinner,Block Meal,Luxurious Set
Dyllis Dinner,Primordial Dinner,Luxurious Set
Dyllis Dinner,Miracle Dinner,Luxurious Set
Dyllis Dinner,Koopa Pilaf,Luxurious Set
Dyllis Special,Sleepy Sheep,Mistake
Dyllis Special,Fried Shroom Plate,Luxurious Set
Dyllis Special,Roast Shroom Dish,Luxurious Set
Dyllis Special,Shroom Steak,Luxurious Set
Dyllis Special,Shroom Delicacy,Luxurious Set
Dyllis Special,Volcano Shroom,Luxurious Set
Dyllis Special,Fried Egg,Luxurious Set
Dyllis Special,Omelette Plate,Luxurious Set
Dyllis Special,Hamburger,Luxurious Set
Dyllis Special,Fruity Hamburger,Luxurious Set
Dyllis Special,Gorgeous Steak,Luxurious Set
Dyllis Special,Hot Dog,Luxurious Set
Dyllis Special,Roast Meat,Luxurious Set
Dyllis Special,Healthy Salad,Luxurious Set
Dyllis Special,Veggie Set,Luxurious Set
Dyllis Special,Spaghetti Plate,Luxurious Set
Dyllis Special,Meat Pasta Dish,Luxurious Set
Dyllis Special,Spicy Pasta Dish,Luxurious Set
Dyllis Special,Ink Pasta Dish,Luxurious Set
Dyllis Special,Koopasta Dish,Luxurious Set
Dyllis Special,Choco Pasta Dish,Luxurious Set
Dyllis Special,Love Noodle Dish,Luxurious Set
Dyllis Special,Roast Horsetail,Luxurious Set
Dyllis Special,Roast Whacka Bump,Luxurious Set
Dyllis Special,Spicy Soup,Luxurious Set
Dyllis Special,Inky Soup,Luxurious Set
Dyllis Special,Spicy Dinner,Luxurious Set
Dyllis Special,Golden Meal,Luxurious Set
Dyllis Special,Block Meal,Luxurious Set
Dyllis Special,Primordial Dinner,Luxurious Set
Dyllis Special,Miracle Dinner,Luxurious Set
Dyllis Special,Koopa Pilaf,Luxurious Set
Dyllis Deluxe,Sleepy Sheep,Mistake
Dyllis Deluxe,Fried Shroom Plate,Luxurious Set
Dyllis Deluxe,Roast Shroom Dish,Luxurious Set
Dyllis Deluxe,Shroom Steak,Luxurious Set
Dyllis Deluxe,Shroom Delicacy,Luxurious Set
Dyllis Deluxe,Volcano Shroom,Luxurious Set
Dyllis Deluxe,Fried Egg,Luxurious Set
Dyllis Deluxe,Omelette Plate,Luxurious Set
Dyllis Deluxe,Hamburger,Luxurious Set
Dyllis Deluxe,Fruity Hamburger,Luxurious Set
Dyllis Deluxe,Gorgeous Steak,Luxurious Set
Dyllis Deluxe,Hot Dog,Luxurious Set
Dyllis Deluxe,Roast Meat,Luxurious Set
Dyllis Deluxe,Healthy Salad,Luxurious Set
Dyllis Deluxe,Veggie Set,Luxurious Set
Dyllis Deluxe,Spaghetti Plate,Luxurious Set
Dyllis Deluxe,Meat Pasta Dish,Luxurious Set
Dyllis Deluxe,Spicy Pasta Dish,Luxurious Set
Dyllis Deluxe,Ink Pasta Dish,Luxurious Set
Dyllis Deluxe,Koopasta Dish,Luxurious Set
Dyllis Deluxe,Choco Pasta Dish,Luxurious Set
Dyllis Deluxe,Love Noodle Dish,Luxurious Set
Dyllis Deluxe,Roast Horsetail,Luxurious Set
Dyllis Deluxe,Roast Whacka Bump,Luxurious Set
Dyllis Deluxe,Spicy Soup,Luxurious Set
Dyllis Deluxe,Inky Soup,Luxurious Set
Dyllis Deluxe,Spicy Dinner,Luxurious Set
Dyllis Deluxe,Golden Meal,Luxurious Set
Dyllis Deluxe,Block Meal,Luxurious Set
Dyllis Deluxe,Primordial Dinner,Luxurious Set
Dyllis Deluxe,Miracle Dinner,Luxurious Set
Dyllis Deluxe,Koopa Pilaf,Luxurious Set
Meteor Meal,Shooting Star,Heavy Meal
Meteor Meal,Sleepy Sheep,Mistake
Megaton Dinner,POW Block,Heavy Meal
Megaton Dinner,Sleepy Sheep,Mistake
Megaton Dinner,Big Egg,Egg Bomb
Luxurious Set,Sleepy Sheep,Mistake
Space Food,Sleepy Sheep,Mistake
Emergency Ration,Sleepy Sheep,Mistake
Egg Bomb,Sleepy Sheep,Mistake
Egg Bomb,Ghost Shroom,Dangerous Delight
Egg Bomb,Poison Shroom,Dangerous Delight
Egg Bomb,Mild Cocoa Bean,Standard Chocolate
Egg Bomb,Hot Sauce,Fire Burst
